,Date,Close,Open,High,Low,Fluctuations
1279,2018- 04- 04,90.14,90.16,90.23,89.92,-0.07%
1280,2018- 04- 03,90.2,90.02,90.28,89.85,0.17%
1281,2018- 04- 02,90.05,89.97,90.15,89.82,0.09%
1282,2018- 03- 30,89.97,90.1,90.12,89.88,-0.20%
1283,2018- 03- 29,90.15,90.11,90.18,89.9,0.10%
1284,2018- 03- 28,90.06,89.32,90.15,89.25,0.82%
1285,2018- 03- 27,89.33,89.02,89.63,88.94,0.34%
1286,2018- 03- 26,89.03,89.47,89.52,88.98,-0.50%
1287,2018- 03- 23,89.48,89.67,89.74,89.4,-0.42%
1288,2018- 03- 22,89.86,89.65,89.96,89.4,0.09%
1289,2018- 03- 21,89.78,90.41,90.4,89.63,-0.65%
1290,2018- 03- 20,90.37,89.88,90.44,89.85,0.67%
1291,2018- 03- 19,89.77,90.2,90.34,89.76,-0.51%
1292,2018- 03- 16,90.23,90.14,90.38,89.89,0.10%
1293,2018- 03- 15,90.14,89.75,90.17,89.62,0.49%
1294,2018- 03- 14,89.7,89.7,89.89,89.56,0.04%
1295,2018- 03- 13,89.66,89.91,90.11,89.59,-0.26%
1296,2018- 03- 12,89.89,90.11,90.19,89.84,-0.22%
1297,2018- 03- 09,90.09,90.2,90.36,90.0,-0.10%
1298,2018- 03- 08,90.18,89.59,90.23,89.44,0.60%
1299,2018- 03- 07,89.64,89.51,89.78,89.41,0.02%
1300,2018- 03- 06,89.62,89.96,90.06,89.43,-0.51%
1301,2018- 03- 05,90.08,89.83,90.22,89.83,0.16%
1302,2018- 03- 02,89.94,90.25,90.29,89.88,-0.42%
1303,2018- 03- 01,90.32,90.67,90.93,90.21,-0.32%
1304,2018- 02- 28,90.61,90.41,90.7,90.31,0.28%
1305,2018- 02- 27,90.36,89.8,90.5,89.69,0.57%
1306,2018- 02- 26,89.85,89.96,90.05,89.5,-0.03%
1307,2018- 02- 23,89.88,89.78,90.06,89.76,0.16%
1308,2018- 02- 22,89.74,90.16,90.23,89.64,-0.29%
1309,2018- 02- 21,90.0,89.71,90.16,89.59,0.31%
1310,2018- 02- 20,89.72,89.24,89.8,89.22,0.70%
1311,2018- 02- 19,89.1,89.1,89.44,88.95,0.00%
1312,2018- 02- 16,89.1,88.57,89.23,88.25,0.58%
1313,2018- 02- 15,88.59,88.96,89.0,88.54,-0.59%
1314,2018- 02- 14,89.12,89.69,90.12,88.94,-0.65%
1315,2018- 02- 13,89.7,90.09,90.18,89.61,-0.57%
1316,2018- 02- 12,90.21,90.35,90.43,90.07,-0.25%
1317,2018- 02- 09,90.44,90.25,90.56,90.12,0.23%
1318,2018- 02- 08,90.23,90.27,90.57,90.01,-0.02%
1319,2018- 02- 07,90.25,89.63,90.4,89.47,0.75%
1320,2018- 02- 06,89.58,89.66,90.03,89.37,0.03%
1321,2018- 02- 05,89.55,89.35,89.7,89.02,0.40%
1322,2018- 02- 02,89.19,88.64,89.42,88.59,0.59%
1323,2018- 02- 01,88.67,89.04,89.33,88.56,-0.52%
1324,2018- 01- 31,89.13,89.1,89.3,88.78,-0.03%
1325,2018- 01- 30,89.16,89.36,89.64,88.91,-0.17%
1326,2018- 01- 29,89.31,89.11,89.62,89.01,0.27%
1327,2018- 01- 26,89.07,89.4,89.4,88.72,-0.36%
1328,2018- 01- 25,89.39,89.32,89.58,88.44,0.20%
1329,2018- 01- 24,89.21,90.0,90.11,89.16,-1.01%
1330,2018- 01- 23,90.12,90.39,90.59,90.06,-0.31%
1331,2018- 01- 22,90.4,90.44,90.7,90.35,-0.19%
1332,2018- 01- 19,90.57,90.5,90.7,90.16,0.08%
1333,2018- 01- 18,90.5,90.78,90.98,90.41,-0.04%
1334,2018- 01- 17,90.54,90.41,91.0,90.11,0.17%
1335,2018- 01- 16,90.39,90.44,90.82,90.34,-0.64%
1336,2018- 01- 15,90.97,90.94,90.94,90.28,0.00%
1337,2018- 01- 12,90.97,91.85,91.88,90.9,-0.96%
1338,2018- 01- 11,91.85,92.33,92.55,91.79,-0.52%
1339,2018- 01- 10,92.33,92.57,92.57,91.92,-0.22%
1340,2018- 01- 09,92.53,92.34,92.64,92.21,0.18%
1341,2018- 01- 08,92.36,92.06,92.4,91.88,0.45%
1342,2018- 01- 05,91.95,91.87,92.1,91.78,0.11%
1343,2018- 01- 04,91.85,92.22,92.26,91.8,-0.34%
1344,2018- 01- 03,92.16,91.82,92.26,91.81,0.32%
1345,2018- 01- 02,91.87,92.24,92.25,91.75,-0.41%
1346,2018- 01- 01,92.25,92.29,92.32,92.18,-0.04%
1347,2017- 12- 31,92.28,92.28,92.28,92.28,0.18%
1348,2017- 12- 29,92.12,92.67,92.67,92.08,-0.52%
1349,2017- 12- 28,92.6,93.0,93.02,92.57,-0.46%
1350,2017- 12- 27,93.03,93.3,93.31,92.96,-0.25%
1351,2017- 12- 26,93.26,93.25,93.4,93.2,-0.10%
1352,2017- 12- 25,93.35,93.37,93.4,93.19,0.00%
1353,2017- 12- 22,93.35,93.37,93.56,93.31,0.08%
1354,2017- 12- 21,93.28,93.31,93.5,93.23,-0.03%
1355,2017- 12- 20,93.31,93.5,93.53,93.16,-0.14%
1356,2017- 12- 19,93.44,93.71,93.76,93.43,-0.27%
1357,2017- 12- 18,93.69,93.98,94.03,93.38,-0.26%
1358,2017- 12- 15,93.93,93.65,94.0,93.41,0.47%
1359,2017- 12- 14,93.49,93.41,93.76,93.28,0.06%
1360,2017- 12- 13,93.43,94.06,94.11,93.39,-0.71%
1361,2017- 12- 12,94.1,93.91,94.22,93.76,0.25%
1362,2017- 12- 11,93.87,93.93,93.98,93.67,-0.03%
1363,2017- 12- 08,93.9,93.79,94.09,93.77,0.11%
1364,2017- 12- 07,93.8,93.54,93.8,93.51,0.20%
1365,2017- 12- 06,93.61,93.31,93.65,93.17,0.25%
1366,2017- 12- 05,93.38,93.08,93.49,93.03,0.20%
1367,2017- 12- 04,93.19,93.17,93.36,93.07,0.32%
1368,2017- 12- 01,92.89,93.03,93.25,92.6,-0.17%
1369,2017- 11- 30,93.05,93.26,93.5,92.73,-0.12%
1370,2017- 11- 29,93.16,93.22,93.44,92.99,-0.12%
1371,2017- 11- 28,93.27,92.89,93.34,92.83,0.40%
1372,2017- 11- 27,92.9,92.73,92.98,92.5,0.13%
1373,2017- 11- 24,92.78,93.12,93.25,92.67,-0.47%
1374,2017- 11- 23,93.22,93.3,93.31,93.07,0.00%
1375,2017- 11- 22,93.22,93.93,93.96,93.21,-0.78%
1376,2017- 11- 21,93.95,94.04,94.17,93.88,-0.14%
1377,2017- 11- 20,94.08,93.71,94.1,93.58,0.45%
1378,2017- 11- 17,93.66,93.87,93.93,93.51,-0.29%
1379,2017- 11- 16,93.93,93.84,94.0,93.77,0.13%
1380,2017- 11- 15,93.81,93.86,93.93,93.4,-0.02%
1381,2017- 11- 14,93.83,94.52,94.54,93.75,-0.70%
1382,2017- 11- 13,94.49,94.42,94.64,94.4,0.11%
1383,2017- 11- 10,94.39,94.5,94.65,94.26,-0.05%
1384,2017- 11- 09,94.44,94.88,94.96,94.42,-0.45%
1385,2017- 11- 08,94.87,94.8,94.97,94.78,-0.04%
1386,2017- 11- 07,94.91,94.72,95.15,94.7,0.16%
1387,2017- 11- 06,94.76,94.87,95.08,94.69,-0.19%
1388,2017- 11- 03,94.94,94.73,95.02,94.41,0.26%
1389,2017- 11- 02,94.69,94.8,94.8,94.41,-0.13%
1390,2017- 11- 01,94.81,94.55,94.85,94.51,0.27%
1391,2017- 10- 31,94.55,94.54,94.7,94.45,-0.01%
1392,2017- 10- 30,94.56,94.83,94.9,94.44,-0.38%
1393,2017- 10- 27,94.92,94.72,95.15,94.73,0.33%
1394,2017- 10- 26,94.61,93.63,94.72,93.48,0.96%
1395,2017- 10- 25,93.71,93.94,94.01,93.61,-0.06%
1396,2017- 10- 24,93.77,93.83,93.99,93.68,-0.18%
1397,2017- 10- 23,93.94,93.82,94.02,93.68,0.26%
1398,2017- 10- 20,93.7,93.16,93.78,93.12,0.58%
1399,2017- 10- 19,93.16,93.42,93.55,93.06,-0.21%
1400,2017- 10- 18,93.36,93.48,93.8,93.36,-0.16%
1401,2017- 10- 17,93.51,93.31,93.73,93.28,0.21%
1402,2017- 10- 16,93.31,93.08,93.36,93.08,0.24%
1403,2017- 10- 13,93.09,93.09,93.24,92.75,0.03%
1404,2017- 10- 12,93.06,92.95,93.23,92.8,0.04%
1405,2017- 10- 11,93.02,93.25,93.37,92.9,-0.29%
1406,2017- 10- 10,93.29,93.73,93.74,93.14,-0.41%
1407,2017- 10- 09,93.67,93.77,93.84,93.62,-0.14%
1408,2017- 10- 06,93.8,93.92,94.27,93.77,-0.17%
1409,2017- 10- 05,93.96,93.48,93.99,93.41,0.53%
1410,2017- 10- 04,93.46,93.57,93.58,93.26,-0.12%
1411,2017- 10- 03,93.57,93.6,93.92,93.43,0.01%
1412,2017- 10- 02,93.56,93.22,93.66,93.12,0.52%
1413,2017- 09- 29,93.08,93.17,93.27,92.95,0.00%
1414,2017- 09- 28,93.08,93.47,93.67,93.07,-0.30%
1415,2017- 09- 27,93.36,93.04,93.61,93.0,0.42%
1416,2017- 09- 26,92.97,92.6,93.29,92.55,0.35%
1417,2017- 09- 25,92.65,92.42,92.72,92.21,0.52%
1418,2017- 09- 22,92.17,92.18,92.22,91.78,-0.02%
1419,2017- 09- 21,92.19,92.47,92.66,92.1,-0.35%
1420,2017- 09- 20,92.51,91.83,92.7,91.53,0.78%
1421,2017- 09- 19,91.79,91.98,92.05,91.75,-0.28%
1422,2017- 09- 18,92.05,91.95,92.21,91.8,0.20%
1423,2017- 09- 15,91.87,92.0,92.17,91.58,-0.27%
1424,2017- 09- 14,92.12,92.35,92.66,91.97,-0.43%
1425,2017- 09- 13,92.52,91.88,92.53,91.71,0.70%
1426,2017- 09- 12,91.88,91.86,92.08,91.77,-0.02%
1427,2017- 09- 11,91.9,91.44,91.98,91.42,0.60%
1428,2017- 09- 08,91.35,91.49,91.51,91.01,-0.34%
1429,2017- 09- 07,91.66,92.2,92.25,91.41,-0.68%
1430,2017- 09- 06,92.29,92.24,92.38,91.99,0.04%
1431,2017- 09- 05,92.25,92.6,92.73,92.18,-0.42%
1432,2017- 09- 04,92.64,92.66,92.7,92.44,-0.18%
1433,2017- 09- 01,92.81,92.61,92.93,92.1,0.15%
1434,2017- 08- 31,92.67,92.85,93.35,92.56,-0.23%
1435,2017- 08- 30,92.88,92.3,92.95,92.25,0.68%
1436,2017- 08- 29,92.25,92.22,92.47,91.62,0.04%
1437,2017- 08- 28,92.21,92.32,92.55,92.17,-0.57%
1438,2017- 08- 25,92.74,93.27,93.44,92.42,-0.58%
1439,2017- 08- 24,93.28,93.16,93.38,93.14,0.14%
1440,2017- 08- 23,93.15,93.51,93.63,93.13,-0.43%
1441,2017- 08- 22,93.55,93.14,93.58,93.06,0.49%
1442,2017- 08- 21,93.09,93.45,93.58,93.0,-0.36%
1443,2017- 08- 18,93.43,93.68,93.76,93.33,-0.20%
1444,2017- 08- 17,93.62,93.44,94.08,93.31,0.09%
1445,2017- 08- 16,93.54,93.83,94.14,93.47,-0.33%
1446,2017- 08- 15,93.85,93.46,94.14,93.44,0.47%
1447,2017- 08- 14,93.41,93.07,93.5,93.05,0.37%
1448,2017- 08- 11,93.07,93.43,93.51,92.93,-0.35%
1449,2017- 08- 10,93.4,93.5,93.81,93.32,-0.16%
1450,2017- 08- 09,93.55,93.56,93.89,93.49,-0.11%
1451,2017- 08- 08,93.65,93.44,93.88,93.24,0.24%
1452,2017- 08- 07,93.43,93.51,93.54,93.3,-0.12%
1453,2017- 08- 04,93.54,92.76,93.77,92.7,0.75%
1454,2017- 08- 03,92.84,92.9,93.04,92.68,0.00%
1455,2017- 08- 02,92.84,93.06,93.16,92.55,-0.21%
1456,2017- 08- 01,93.04,92.89,93.12,92.78,0.19%
1457,2017- 07- 31,92.86,93.36,93.53,92.78,-0.43%
1458,2017- 07- 28,93.26,93.87,93.95,93.26,-0.64%
1459,2017- 07- 27,93.86,93.46,94.1,93.15,0.20%
1460,2017- 07- 26,93.67,94.09,94.28,93.37,-0.40%
1461,2017- 07- 25,94.05,94.03,94.12,93.64,0.07%
1462,2017- 07- 24,93.98,93.94,94.12,93.82,0.13%
1463,2017- 07- 21,93.86,94.3,94.36,93.85,-0.48%
1464,2017- 07- 20,94.31,94.77,95.17,94.09,-0.50%
1465,2017- 07- 19,94.78,94.69,94.89,94.64,0.19%
1466,2017- 07- 18,94.6,95.16,95.19,94.48,-0.56%
1467,2017- 07- 17,95.13,95.09,95.35,95.02,-0.02%
1468,2017- 07- 14,95.15,95.8,95.83,95.09,-0.61%
1469,2017- 07- 13,95.73,95.78,95.92,95.46,-0.03%
1470,2017- 07- 12,95.76,95.71,95.98,95.51,0.09%
1471,2017- 07- 11,95.67,96.07,96.2,95.65,-0.36%
1472,2017- 07- 10,96.02,96.03,96.2,95.95,0.01%
1473,2017- 07- 07,96.01,95.8,96.15,95.75,0.22%
1474,2017- 07- 06,95.8,96.19,96.34,95.78,-0.51%
1475,2017- 07- 05,96.29,96.19,96.51,96.07,0.07%
1476,2017- 07- 04,96.22,96.16,96.33,96.05,0.00%
1477,2017- 07- 03,96.22,95.65,96.24,95.63,0.62%
1478,2017- 06- 30,95.63,95.54,95.83,95.47,0.00%
1479,2017- 06- 29,95.63,96.04,96.05,95.53,-0.40%
1480,2017- 06- 28,96.01,96.43,96.62,95.97,-0.39%
1481,2017- 06- 27,96.39,97.43,97.45,96.34,-1.07%
1482,2017- 06- 26,97.43,97.24,97.47,97.11,0.17%
1483,2017- 06- 23,97.26,97.56,97.58,97.18,-0.34%
1484,2017- 06- 22,97.59,97.55,97.65,97.43,0.03%
1485,2017- 06- 21,97.56,97.73,97.8,97.52,-0.20%
1486,2017- 06- 20,97.76,97.53,97.87,97.43,0.22%
1487,2017- 06- 19,97.55,97.1,97.58,97.05,0.40%
1488,2017- 06- 16,97.16,97.48,97.56,97.1,-0.28%
1489,2017- 06- 15,97.43,96.93,97.56,96.84,0.51%
1490,2017- 06- 14,96.94,97.0,97.12,96.32,-0.03%
1491,2017- 06- 13,96.97,97.17,97.28,96.95,-0.18%
1492,2017- 06- 12,97.14,97.22,97.32,97.04,-0.13%
1493,2017- 06- 09,97.27,97.18,97.5,97.14,0.36%
1494,2017- 06- 08,96.92,96.7,97.23,96.59,0.18%
1495,2017- 06- 07,96.75,96.54,96.98,96.51,0.11%
1496,2017- 06- 06,96.64,96.79,96.8,96.52,-0.17%
1497,2017- 06- 05,96.8,96.73,96.97,96.7,0.08%
1498,2017- 06- 02,96.72,97.19,97.31,96.65,-0.49%
1499,2017- 06- 01,97.2,96.99,97.32,96.9,0.29%
1500,2017- 05- 31,96.92,97.43,97.5,96.86,-0.37%
1501,2017- 05- 30,97.28,97.63,97.78,97.22,-0.16%
1502,2017- 05- 29,97.44,97.43,97.61,97.33,0.00%
1503,2017- 05- 26,97.44,97.23,97.55,97.04,0.20%
1504,2017- 05- 25,97.25,97.07,97.28,96.88,0.01%
1505,2017- 05- 24,97.24,97.34,97.47,97.03,-0.11%
1506,2017- 05- 23,97.35,96.95,97.42,96.8,0.38%
1507,2017- 05- 22,96.98,97.22,97.44,96.8,-0.16%
1508,2017- 05- 19,97.14,97.85,97.85,97.08,-0.76%
1509,2017- 05- 18,97.88,97.44,98.07,97.37,0.31%
1510,2017- 05- 17,97.58,98.09,98.13,97.33,-0.54%
1511,2017- 05- 16,98.11,98.88,98.89,98.08,-0.81%
1512,2017- 05- 15,98.91,99.15,99.26,98.79,-0.34%
1513,2017- 05- 12,99.25,99.63,99.7,99.16,-0.37%
1514,2017- 05- 11,99.62,99.66,99.89,99.49,-0.05%
1515,2017- 05- 10,99.67,99.48,99.72,99.36,0.01%
1516,2017- 05- 09,99.66,99.14,99.69,99.08,0.61%
1517,2017- 05- 08,99.06,98.79,99.19,98.6,0.42%
1518,2017- 05- 05,98.65,98.77,98.97,98.54,-0.15%
1519,2017- 05- 04,98.8,99.35,99.46,98.71,-0.41%
1520,2017- 05- 03,99.21,98.92,99.39,98.89,0.23%
1521,2017- 05- 02,98.98,99.07,99.22,98.92,-0.10%
1522,2017- 05- 01,99.08,98.93,99.21,98.89,0.03%
1523,2017- 04- 28,99.05,99.17,99.25,98.72,-0.03%
1524,2017- 04- 27,99.08,98.95,99.33,98.81,0.03%
1525,2017- 04- 26,99.05,98.85,99.33,98.73,0.27%
1526,2017- 04- 25,98.78,99.05,99.22,98.69,-0.31%
1527,2017- 04- 24,99.09,98.97,99.33,98.91,-0.89%
1528,2017- 04- 21,99.98,99.83,100.03,99.65,0.20%
1529,2017- 04- 20,99.78,99.78,99.85,99.37,0.04%
1530,2017- 04- 19,99.74,99.51,99.89,99.51,0.24%
1531,2017- 04- 18,99.5,100.34,100.4,99.47,-0.79%
1532,2017- 04- 17,100.29,100.49,100.47,100.0,-0.27%
1533,2017- 04- 14,100.56,100.58,100.61,100.36,0.00%
1534,2017- 04- 13,100.56,100.16,100.6,100.01,-0.22%
1535,2017- 04- 12,100.78,100.73,100.82,100.09,0.07%
1536,2017- 04- 11,100.71,100.97,101.08,100.58,-0.31%
1537,2017- 04- 10,101.02,101.18,101.34,100.94,-0.16%
1538,2017- 04- 07,101.18,100.73,101.26,100.52,0.51%
1539,2017- 04- 06,100.67,100.5,100.77,100.38,0.11%
1540,2017- 04- 05,100.56,100.52,100.85,100.41,0.02%
1541,2017- 04- 04,100.54,100.49,100.73,100.42,0.00%
1542,2017- 04- 03,100.54,100.5,100.69,100.37,0.19%
1543,2017- 03- 31,100.35,100.49,100.65,100.25,-0.06%
1544,2017- 03- 30,100.41,99.96,100.6,99.92,0.41%
1545,2017- 03- 29,100.0,99.7,100.13,99.67,0.29%
1546,2017- 03- 28,99.71,99.22,99.79,99.11,0.54%
1547,2017- 03- 27,99.17,99.47,99.53,98.86,-0.46%
1548,2017- 03- 24,99.63,99.77,100.0,99.53,-0.13%
1549,2017- 03- 23,99.76,99.75,99.87,99.63,0.08%
1550,2017- 03- 22,99.68,99.69,99.93,99.55,-0.13%
1551,2017- 03- 21,99.81,100.37,100.47,99.66,-0.60%
1552,2017- 03- 20,100.41,100.36,100.45,100.02,0.11%
1553,2017- 03- 17,100.3,100.24,100.47,100.14,-0.06%
1554,2017- 03- 16,100.36,100.56,100.75,100.21,-0.38%
1555,2017- 03- 15,100.74,101.71,101.72,100.49,-0.94%
1556,2017- 03- 14,101.7,101.4,101.79,101.34,0.38%
1557,2017- 03- 13,101.31,101.31,101.39,101.01,0.06%
1558,2017- 03- 10,101.25,101.99,102.0,101.17,-0.59%
1559,2017- 03- 09,101.85,102.11,102.25,101.7,-0.22%
1560,2017- 03- 08,102.07,101.79,102.19,101.71,0.26%
1561,2017- 03- 07,101.81,101.68,101.91,101.53,0.17%
1562,2017- 03- 06,101.64,101.4,101.75,101.22,0.10%
1563,2017- 03- 03,101.54,102.13,102.17,101.34,-0.65%
1564,2017- 03- 02,102.2,101.92,102.26,101.78,0.41%
1565,2017- 03- 01,101.78,101.43,101.97,101.23,0.65%
